"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"125453","SN 2023cul","05:53:47.728","-34:35:52.14","SN Ia","0.0392","","","ATLAS","ATLAS","DEbass","ATLAS","ATLAS23dhe","ATLAS-CHL - ATLAS-04","ANU-2.3m - WiFeS","1","1","","18.501","orange-ATLAS","2023-03-08 00:23:48.192","ATLAS_Bot1","","2023TNSTR.492....1T","2023TNSCR.604....1L",""
"125429","SN 2023ctn","08:32:59.760","-27:26:57.52","SN Ia","0.051","","","GaiaAlerts","GaiaAlerts","ZTF","GaiaAlerts","Gaia23azc","Gaia - Gaia-photometric","P60 - SEDM","1","1","","18.53","G-Gaia","2023-03-04 13:49:26.400","Gaia_Bot1","","2023TNSTR.484....1H","2023TNSCR.486....1M",""
"125421","SN 2023ctf","04:21:44.450","-38:43:24.28","SN Ia","0.0409","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","DEbass","ATLAS; GaiaAlerts","ATLAS23dga","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","ANU-2.3m - WiFeS","1","1","","18.359","orange-ATLAS","2023-03-05 01:03:55.296","ATLAS_Bot1","","2023TNSTR.480....1T","2023TNSCR.604....1L",""
"125362","SN 2023cqz","11:30:13.018","+24:10:11.32","SN Ia","0.023343","CGCG 126-071","0.023343","ASAS-SN","ASAS-SN","None","ASAS-SN","ASASSN-23bh","ASASSN-3 - Paczynski","Other - Other","1","1","","17.3","g-Sloan","2023-02-28 04:19:12.000","Stanek","","2023TNSTR.464....1S","2023TNSCR.479....1B",""
"125339","SN 2023cqc","18:11:45.571","+69:55:06.36","SN Ia","0.031","","","ZTF","ZTF","ZTF","ZTF","ZTF18abzqsxk","P48 - ZTF-Cam","LT - SPRAT","1","1","","19.3673","g-ZTF","2023-02-18 11:13:32.736","ZTF_CLU_PUBLIC","","2023TNSTR.445....1D","2023TNSCR.630....1H",""
"125297","SN 2023con","11:14:05.202","+06:42:42.69","SN Ia","0.049986","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS23crd","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.015","cyan-ATLAS","2023-02-25 11:52:28.992","ATLAS_Bot1","","2023TNSTR.433....1T","2023TNSCR.638....1F",""
"125296","SN 2023com","09:28:29.666","+07:34:13.26","SN Ia","0.0329","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","NUTS, ZTF","ATLAS; Pan-STARRS; ZTF","ATLAS23crc","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","NOT - ALFOSC, P60 - SEDM","1","1","","19.056","cyan-ATLAS","2023-02-25 11:47:13.632","ATLAS_Bot1","","2023TNSTR.433....1T","2023TNSCR.449....1V, 2023TNSCR.673....1S",""
"125295","SN 2023col","11:30:58.513","-01:08:53.70","SN Ia","0.0477","","","ATLAS, ALeRCE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","DEbass","ALeRCE; ATLAS; Pan-STARRS","ATLAS23cra","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","ANU-2.3m - WiFeS","1","1","","18.817","cyan-ATLAS","2023-02-25 10:33:42.912","ATLAS_Bot1","","2023TNSTR.433....1T","2023TNSCR.489....1L",""
"125290","SN 2023cog","12:44:00.567","-01:38:12.69","SN Ia","0.048","","","ATLAS, ZTF","ATLAS, ZTF","QUB","ATLAS; ZTF","ATLAS23cql","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.482","cyan-ATLAS","2023-02-25 12:57:09.216","ATLAS_Bot1","","2023TNSTR.433....1T","2023TNSCR.475....1F",""
"125274","SN 2023cnq","17:41:55.908","+63:45:23.51","SN Ia","0.029","","","ATLAS","ATLAS","ZTF","ATLAS","ATLAS23cpy","ATLAS-HKO - ATLAS-02","P60 - SEDM","1","1","","17.413","cyan-ATLAS","2023-02-24 14:46:56.352","ATLAS_Bot1","","2023TNSTR.433....1T","2023TNSCR.457....1M",""
