"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"6143","SN 2013ae","02:41:53.160","+43:23:58.88","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.2","","2013-02-19 00:00:00.000","","[Discoverer=Jin, Gao (Xingming Sky Survey); DiscoveryRef=CBET 3426; PositionRef=CBET 3426; Orig Type=Ia]","","",""
"6142","SN 2013ad","03:38:41.030","+10:18:27.22","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.5","","2013-02-15 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 3425; PositionRef=CBET 3425; Orig Type=Ia]","","",""
"6139","SN 2013aa","14:32:33.881","-44:13:27.80","SN Ia","","NGC 5643        ","","","","","","","","","0","1","","11.9","","2013-02-13 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3416; PositionRef=CBET 3416; Orig Type=Ia]","","",""
"6368","SN 2013Y","12:09:39.701","+16:12:14.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.7","","2013-02-06 00:00:00.000","","[Discoverer=Morokuma, Tanaka et al. (Kiso Supernova Survey); DiscoveryRef=CBET 3414; PositionRef=CBET 3414; Orig Type=Ia]","","",""
"6367","SN 2013X","12:17:15.190","+46:43:35.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.9","","2013-02-06 00:00:00.000","","[Discoverer=Ferrante et al. (ROTSE); DiscoveryRef=CBET 3413; PositionRef=CBET 3413; Orig Type=Ia]","","",""
"6365","SN 2013V","09:08:41.539","+44:48:49.61","SN Ia","","UGC 4798        ","","","","","","","","","0","1","","17.8","","2013-01-06 00:00:00.000","","[Discoverer=Crowley, Newton, Puckett; DiscoveryRef=CBET 3411; PositionRef=CBET 3411; Orig Type=Ia]","","",""
"6364","SN 2013U","10:01:12.000","+00:19:42.31","SN Ia-pec","","Anon.           ","","","","","","","","","0","1","","16.6","","2013-01-05 00:00:00.000","","[Discoverer=Gagliano, Newton, Puckett; DiscoveryRef=CBET 3410; PositionRef=CBET 3410; Orig Type=Ia-p]","","",""
"6363","SN 2013T","13:10:19.680","+32:28:25.72","SN Ia","","UGC 8250        ","","","","","","","","","0","1","","17","","2013-01-22 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 3407; PositionRef=CBET 3407; Orig Type=Ia]","","",""
"6362","SN 2013S","03:35:30.290","+38:16:59.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.1","","2013-01-25 00:00:00.000","","[Discoverer=Zhou, Wang et al. (THU-NAOC Transient Survey); DiscoveryRef=CBET 3406; PositionRef=CBET 3406; Orig Type=Ia]","","",""
"6361","SN 2013R","09:31:35.120","+35:23:42.40","SN Ia","","UGC 8250        ","","","","","","","","","0","1","","17","","2013-01-22 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 3405; PositionRef=CBET 3405; Orig Type=Ia]","","",""
"6360","SN 2013Q","23:47:07.870","+29:29:11.51","SN Ia","","NGC 7753        ","","","","","","","","","0","1","","17.5","","2013-01-25 00:00:00.000","","[Discoverer=Xu, Gao (Xingming Sky Survey); DiscoveryRef=CBET 3401; PositionRef=CBET 3401; Orig Type=Ia]","","",""
"6358","SN 2013O","08:52:05.981","+52:36:06.19","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.3","","2013-01-21 00:00:00.000","","[Discoverer=Zhang, Wang et al. (THU-NAOC Transient Survey); DiscoveryRef=CBET 3395; PositionRef=CBET 3395; Orig Type=Ia]","","",""
"6357","SN 2013N","11:50:04.130","+21:16:45.98","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.9","","2013-01-26 00:00:00.000","","[Discoverer=Zhou, Wang et al. (THU-NAOC Transient Survey); DiscoveryRef=CBET 3394; PositionRef=CBET 3394; Orig Type=Ia]","","",""
"6356","SN 2013M","13:59:56.681","-37:51:49.39","SN Ia","","ESO 325-G43     ","","","","","","","","","0","1","","17.4","","2013-01-20 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3393; PositionRef=CBET 3393; Orig Type=Ia]","","",""
"6352","SN 2013I","02:49:42.170","+00:45:35.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2013-01-11 00:00:00.000","","[Discoverer=Tanaka et al. (Kiso Supernova Survey); DiscoveryRef=CBET 3386; PositionRef=CBET 3386; Orig Type=Ia?]","","",""
"6326","SN 2013H","09:06:30.701","-75:49:01.49","SN Ia","","ESO 36-G19      ","","","","","","","","","0","1","","16.5","","2013-01-06 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3385; PositionRef=CBET 3385; Orig Type=Ia]","","",""
"6299","SN 2013G","11:53:21.319","+20:45:10.01","SN Ia","","NGC 3947        ","","","","","","","","","0","1","","16","","2013-01-05 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3381; PositionRef=CBET 3381; Orig Type=Ia]","","",""
"6245","SN 2013E","10:00:05.520","-34:14:01.28","SN Ia","","IC 2532         ","","","","","","","","","0","1","","14.8","","2013-01-04 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3378; PositionRef=CBET 3378; Orig Type=Ia]","","",""
"6218","SN 2013D","03:41:15.130","+15:23:03.91","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.5","","2013-01-03 00:00:00.000","","[Discoverer=Balanutsa (MASTER); DiscoveryRef=CBET 3377; PositionRef=CBET 3377; Orig Type=Ia]","","",""
"6191","SN 2013C","11:05:55.219","+72:31:20.32","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.5","","2013-01-04 00:00:00.000","","[Discoverer=Tsuboi; DiscoveryRef=CBET 3375; PositionRef=CBET 3375; Orig Type=Ia]","","",""
"6165","SN 2013B","09:04:00.799","-72:03:24.80","SN Ia","","ESO 60-26       ","","","","","","","","","0","1","","17.2","","2013-01-03 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3374; PositionRef=CBET 3374; Orig Type=Ia]","","",""
"6138","SN 2013A","02:22:04.260","+32:13:57.79","SN Ia","0.0338","UGC 1825        ","","","","DAO_OTS","","","","Plaskett - Plaskett","0","1","","17.6","","2013-01-01 00:00:00.000","","[Discoverer=Gagliano, Newton, Puckett; DiscoveryRef=CBET 3371; PositionRef=CBET 3371; Orig Type=Ia]","","2016TNSCR..29....1B",""
"6118","SN 2012ik","07:35:26.911","+51:52:50.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.4","","2012-12-23 00:00:00.000","","[Discoverer=Zhou, Wang et al. (THU-NAOC Transient Survey); DiscoveryRef=CBET 3383; PositionRef=CBET 3383; Orig Type=Ia]","","",""
"6117","SN 2012ij","11:40:15.840","+17:27:22.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","18","","2012-12-29 00:00:00.000","","[Discoverer=Wang et al. (THU-NAOC Transient Survey); DiscoveryRef=CBET 3370; PositionRef=CBET 3370; Orig Type=Ia]","","",""
"6116","SN 2012ii","07:16:55.481","+51:45:47.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","19","","2012-12-23 00:00:00.000","","[Discoverer=Zhou, Chen, Wang,, Zhang (THU-NAOC Transient Survey); DiscoveryRef=CBET 3369; PositionRef=CBET 3369; Orig Type=Ia]","","",""
"6115","SN 2012ih","06:56:42.910","+48:54:10.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.4","","2012-12-10 00:00:00.000","","[Discoverer=Zhang, Zhou, Chen, Wang (THU-NAOC Transient Survey); DiscoveryRef=CBET 3366; PositionRef=CBET 3366; Orig Type=Ia]","","",""
"6114","SN 2012ig","21:14:22.870","+15:14:40.70","SN Ia","","UGC 11706       ","","","","","","","","","0","1","","16.6","","2012-12-21 00:00:00.000","","[Discoverer=Xu, Gao (Xingming Sky Survey); DiscoveryRef=CBET 3364; PositionRef=CBET 3364; Orig Type=Ia]","","",""
"6113","SN 2012if","11:17:30.290","+51:24:07.42","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.3","","2012-12-20 00:00:00.000","","[Discoverer=Dimai; DiscoveryRef=CBET 3363; PositionRef=CBET 3363; Orig Type=Ia]","","",""
"6112","SN 2012ie","02:24:22.351","+40:51:03.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","18","","2012-12-23 00:00:00.000","","[Discoverer=Zhou, Chen, Wang et al. (THU-NAOC Transient Survey); DiscoveryRef=CBET 3362; PositionRef=CBET 3362; Orig Type=Ia]","","",""
"6111","SN 2012id","04:42:41.141","+18:34:59.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.2","","2012-12-20 00:00:00.000","","[Discoverer=Koishikawa; DiscoveryRef=CBET 3361; PositionRef=CBET 3361; Orig Type=Ia]","","",""
"6110","SN 2012ic","03:13:53.710","+33:58:03.68","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2012-12-22 00:00:00.000","","[Discoverer=Li Zhou, Xiaofeng Wang et al. (THU-NAOC Transient Survey); DiscoveryRef=CBET 3360; PositionRef=CBET 3360; Orig Type=Ia]","","",""
"6108","SN 2012ia","10:35:48.240","+39:00:27.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2012-12-12 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3358; PositionRef=CBET 3358; Orig Type=Ia]","","",""
"6106","SN 2012hz","06:43:41.890","+52:12:33.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2012-12-10 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3356; PositionRef=CBET 3356; Orig Type=Ia]","","",""
"6105","SN 2012hy","13:01:23.410","-30:56:29.18","SN Ia","","NGC 4903        ","","","","","","","","","0","1","","16.5","","2012-11-11 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 3355; PositionRef=CBET 3355; Orig Type=Ia]","","",""
"6104","SN 2012hx","05:01:29.880","-13:43:46.42","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.5","","2012-12-04 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3354; PositionRef=CBET 3354; Orig Type=Ia]","","",""
"6101","SN 2012hu","23:01:29.359","+06:53:38.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2012-12-11 00:00:00.000","","[Discoverer=Drake et al. (Mount Lemmon Survey); DiscoveryRef=CBET 3351; PositionRef=CBET 3351; Orig Type=Ia]","","",""
"6100","SN 2012ht","10:53:22.750","+16:46:34.90","SN Ia","","NGC 3447        ","","","","","","","","","0","1","","18.6","","2012-12-18 00:00:00.000","","[Discoverer=Nishiyama, Kabashima; DiscoveryRef=CBET 3349; PositionRef=CBET 3349; Orig Type=Ia]","","",""
"6098","SN 2012hr","06:21:38.460","-59:42:50.62","SN Ia","","Anon.           ","","","","","","","","","0","1","","14.8","","2012-12-16 00:00:00.000","","[Discoverer=Marples; DiscoveryRef=CBET 3346; PositionRef=CBET 3346; Orig Type=Ia]","","",""
"6097","SN 2012hq","02:07:30.499","+44:06:19.19","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2012-12-07 00:00:00.000","","[Discoverer=Wang, Chen, Zhang, Zhou; DiscoveryRef=CBET 3344; PositionRef=CBET 3344; Orig Type=Ia]","","",""
"6096","SN 2012hp","03:54:17.330","+36:30:38.70","SN Ia","","UGC 2893        ","","","","","","","","","0","1","","16.2","","2012-12-09 00:00:00.000","","[Discoverer=Drake et al (Catalina Sky Survey); DiscoveryRef=CBET 3341; PositionRef=CBET 3341; Orig Type=Ia]","","",""
"6093","SN 2012hm","02:33:23.321","+39:40:16.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.8","","2012-12-07 00:00:00.000","","[Discoverer=Zhang, Zhou, Chen, Wang; DiscoveryRef=CBET 3336; PositionRef=CBET 3336; Orig Type=Ia]","","",""
"6092","SN 2012hl","00:50:17.760","+24:31:52.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2012-12-04 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3335; PositionRef=CBET 3335; Orig Type=Ia]","","",""
"6090","SN 2012hj","11:07:19.190","+46:22:46.20","SN Ia","","MCG +08-20-89   ","","","","","","","","","0","1","","17.7","","2012-12-04 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=CBET 3333; PositionRef=CBET 3333; Orig Type=Ia]","","",""
"6088","SN 2012hh","02:42:39.619","+39:31:55.49","SN Ia","","UGC 2180        ","","","","","","","","","0","1","","17.5","","2012-11-22 00:00:00.000","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 3331; PositionRef=CBET 3331; Orig Type=Ia]","","",""
"6087","SN 2012hg","07:07:25.601","+56:18:19.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","18","","2012-11-25 00:00:00.000","","[Discoverer=Zhang, Zhou, Chen, Wang; DiscoveryRef=CBET 3327; PositionRef=CBET 3327; Orig Type=Ia]","","",""
"6085","SN 2012he","05:00:50.069","-38:39:11.41","SN Ia","","MCG -06-12-2    ","","","","","","","","","0","1","","18.2","","2012-11-22 00:00:00.000","","[Discoverer=Hamuy, Pignata et al. (CHASE); DiscoveryRef=CBET 3325; PositionRef=CBET 3325; Orig Type=Ia]","","",""
"6084","SN 2012hd","01:14:07.459","-32:39:07.70","SN Ia","","IC 1657         ","","","","","","","","","0","1","","16.4","","2012-11-20 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 3324; PositionRef=CBET 3324; Orig Type=Ia]","","",""
"6081","SN 2012ha","13:00:36.101","+27:34:24.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","16","","2012-11-20 00:00:00.000","","[Discoverer=Ferrante et al. (ROTSE); DiscoveryRef=CBET 3319; PositionRef=CBET 3319; Orig Type=Ia]","","",""
"6079","SN 2012gz","02:50:17.609","+32:24:39.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.2","","2012-11-20 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3317; PositionRef=CBET 3317; Orig Type=Ia]","","",""
"6078","SN 2012gy","07:56:35.551","+39:54:07.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.2","","2012-11-15 00:00:00.000","","[Discoverer=Howerton Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3316; PositionRef=CBET 3316; Orig Type=Ia]","","",""
"6077","SN 2012gx","00:38:01.750","-13:51:39.49","SN Ia","","MCG -02-2-72    ","","","","","","","","","0","1","","14.5","","2012-11-18 00:00:00.000","","[Discoverer=Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 3314; PositionRef=CBET 3314; Orig Type=Ia]","","",""
