"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"121532","SN 2022acmu","04:05:36.395","-05:18:50.45","SN Ia","0.032524","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF22abyjewt","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.8","r-ZTF","2022-12-09 06:37:26.400","ZTF_Bot1","","2022TNSTR3559....1F","2022TNSCR3648....1F",""
"121529","SN 2022acmr","02:02:39.450","-07:02:22.67","SN Ia","0.047","","","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF22abyhqkt","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","20.54","g-ZTF","2022-11-30 05:18:14.400","ZTF_Bot1","","2022TNSTR3559....1F","2022TNSCR3627....1F",""
"121499","SN 2022acln","04:18:53.918","-10:52:10.08","SN Ia","0.062","","","Pan-STARRS, ATLAS, ZTF","Pan-STARRS, ATLAS, ZTF","ZTF","ATLAS; Pan-STARRS; ZTF","PS22miw","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.73","w-P1","2022-12-01 10:06:05.760","PS1_Bot1","","2022TNSTR3554....1C","2022TNSCR3607....1F",""
"121481","SN 2022ackv","03:34:50.280","-09:50:46.36","SN Ia","0.031882","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","None","ATLAS; GaiaAlerts","ATLAS22bnnc","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, Other - Other","Other - Other","1","1","","17.476","orange-ATLAS","2022-12-07 21:27:06.912","ATLAS_Bot1","","2022TNSTR3553....1T","2022TNSCR3611....1B",""
"121475","SN 2022ackp","01:41:43.640","-14:38:00.67","SN Ia","0.05","","","ATLAS, ALeRCE","ATLAS, ZTF","TCD","ALeRCE; ATLAS","ATLAS22bnmp","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","LT - SPRAT","1","1","","17.99","orange-ATLAS","2022-12-06 02:58:37.920","ATLAS_Bot1","","2022TNSTR3542....1T","2022TNSCR3612....1D",""
"121472","SN 2022ackm","10:36:19.995","+44:42:02.83","SN Ia","0.024","","","Pan-STARRS, ZTF, ATLAS","Pan-STARRS, ZTF, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","PS22mht","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.13","w-P1","2022-12-02 14:18:30.816","PS1_Bot1","","2022TNSTR3536....1C","2022TNSCR3566....1F",""
"121444","SN 2022acjk","22:04:07.052","+00:35:08.25","SN Ia","0.0495","","","Pan-STARRS, ZTF","Pan-STARRS, ZTF","ZTF","Pan-STARRS; ZTF","PS22mgg","P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.1","i-P1","2022-12-04 06:36:36.288","PS1_Bot1","","2022TNSTR3536....1C","2022TNSCR3566....1F",""
"121442","SN 2022acji","22:35:22.073","-08:23:12.57","SN Ia","0.06","","","Pan-STARRS, ATLAS","Pan-STARRS, ATLAS","SCAT","ATLAS; Pan-STARRS","PS22mge","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, PS2 - GPC2","UH88 - SNIFS","1","1","","18.37","i-P1","2022-12-04 05:31:48.288","PS1_Bot1","","2022TNSTR3536....1C","2022TNSCR3692....1H",""
"121440","SN 2022acjg","00:54:24.590","-15:36:15.77","SN Ia","0.0365820006","","","ATLAS, ALeRCE, YSE, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ZTF","ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS; YSE","ATLAS22bnmi","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.85","orange-ATLAS","2022-12-05 02:55:52.032","ATLAS_Bot1","","2022TNSTR3535....1T","2022TNSCR3607....1F",""
"121402","SN 2022achv","05:22:32.630","-21:35:13.99","SN Ia","0.049","","","ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ATLAS22bnlr","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.97","orange-ATLAS","2022-12-01 04:16:09.696","ATLAS_Bot1","","2022TNSTR3526....1T","2022TNSCR3566....1F",""
"121390","SN 2022achj","08:58:48.007","+17:08:19.38","SN Ia","0.04873","","","ZTF, Pan-STARRS, Fink, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Fink; Pan-STARRS; ZTF","ZTF22abyaood","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.33","g-ZTF","2022-11-30 08:23:59.000","ZTF_Bot1","","2022TNSTR3528....1F","2022TNSCR3593....1F",""
"121387","SN 2022achg","10:54:22.851","+37:18:48.50","SN Ia","0.091","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS22bnkv","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.275","orange-ATLAS","2022-12-02 14:58:10.272","ATLAS_Bot1","","2022TNSTR3526....1T","2022TNSCR3566....1F",""
