"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"120448","SN 2022aaxq","23:40:49.673","-10:42:54.30","SN Ia","0.09","","","ATLAS, Pan-STARRS, ZTF","ATLAS, Pan-STARRS, ZTF","ZTF","ATLAS; Pan-STARRS; ZTF","ATLAS22bmhb","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.307","cyan-ATLAS","2022-11-19 08:18:44.640","ATLAS_Bot1","","2022TNSTR3363....1T","2022TNSCR3458....1F",""
"120444","SN 2022aaxm","09:32:26.829","+29:00:20.65","SN Ia","0.041","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ATLAS22bmgu","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.301","orange-ATLAS","2022-11-19 13:57:33.696","ATLAS_Bot1","","2022TNSTR3363....1T","2022TNSCR3391....1F",""
"120366","SN 2022aaum","00:35:35.602","+02:10:09.10","SN Ia","0.084","SDSS J003535.48+021007.6","","ALeRCE, ATLAS, Fink","ZTF, ATLAS","ZTF","ALeRCE; ATLAS; Fink","ZTF22abvciba","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.4582","g-ZTF","2022-11-15 05:29:37.997","ALeRCE","","2022TNSTR3362....1F","2022TNSCR3416....1F",""
"120323","SN 2022aasv","09:29:14.223","+26:47:37.53","SN Ia","0.05","LEDA 1788640","0.0462","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF22abvasxc","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.3275","g-ZTF","2022-11-18 12:11:42.000","ALeRCE","","2022TNSTR3350....1M","2022TNSCR3379....1F",""
"120295","SN 2022aart","07:59:28.461","+03:09:21.66","SN Ia","0.059","","","ZTF, ATLAS, Fink","ZTF, ATLAS","ZTF, ePESSTO+","ATLAS; Fink; ZTF","ZTF22abuygtu","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","20.08","g-ZTF","2022-11-14 10:59:31.200","ZTF_Bot1","","2022TNSTR3355....1F","2022TNSCR3524....1J, 2022TNSCR3529....1G",""
"120246","SN 2022aapw","01:54:57.561","+18:21:41.33","SN Ia","0.08","","","Pan-STARRS, ATLAS, ZTF, Fink","Pan-STARRS, ATLAS, ZTF","ZTF","ATLAS; Fink; Pan-STARRS; ZTF","PS22lja","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","20.59","w-P1","2022-11-17 05:40:44.832","PS1_Bot1","","2022TNSTR3353....1C","2022TNSCR3433....1F",""
"120238","SN 2022aapo","07:22:39.938","+45:03:04.20","SN Ia","0.082","","","Pan-STARRS, ZTF, ATLAS, Fink","Pan-STARRS, ZTF, ATLAS","ZTF","ATLAS; Fink; Pan-STARRS; ZTF","PS22lir","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.65","w-P1","2022-11-17 14:31:38.784","PS1_Bot1","","2022TNSTR3353....1C","2022TNSCR3458....1F",""
"120235","SN 2022aapl","02:34:40.568","-26:13:46.57","SN Ia","0.0575","","","ATLAS, Pan-STARRS, YSE","ATLAS, Pan-STARRS","UCSC","ATLAS; Pan-STARRS; YSE","ATLAS22bmfh","ATLAS-CHL - ATLAS-04, PS2 - GPC2","Lick-3m - KAST","1","1","","19.045","orange-ATLAS","2022-11-15 02:59:30.624","ATLAS_Bot1","","2022TNSTR3352....1T","2022TNSCR3415....1T",""
"120234","SN 2022aapk","02:21:34.682","-11:52:37.24","SN Ia","0.09","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","SCAT","ATLAS; Pan-STARRS","ATLAS22bmfe","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, PS1 - GPC1","UH88 - SNIFS","1","1","","19.238","orange-ATLAS","2022-11-15 10:00:46.080","ATLAS_Bot1","","2022TNSTR3352....1T","2022TNSCR3468....1H",""
"120233","SN 2022aapj","22:40:18.795","-20:57:42.51","SN Ia","0.093","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS22bmey","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.832","orange-ATLAS","2022-11-18 01:06:48.096","ATLAS_Bot1","","2022TNSTR3352....1T","2022TNSCR3510....1F",""
