"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"119838","SN 2022aaah","22:11:41.504","-35:22:47.79","SN Ia-91T-like","0.0313","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS22blqz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","UH88 - SNIFS","1","1","","18.162","orange-ATLAS","2022-11-07 18:31:13.152","ATLAS_Bot1","","2022TNSTR3291....1T","2022TNSCR3327....1H",""
"119793","SN 2022zyp","10:48:44.758","-04:07:48.17","SN Ia","0.072","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ATLAS22blqg","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.264","orange-ATLAS","2022-11-11 14:13:32.736","ATLAS_Bot1","","2022TNSTR3278....1T","2022TNSCR3359....1F",""
"119786","SN 2022zyj","05:50:50.058","+58:57:50.77","SN Ia","0.06","","","ZTF, ATLAS, Fink","ZTF, ATLAS","ZTF","ATLAS; Fink; ZTF","ZTF22absqxti","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.77","r-ZTF","2022-11-04 09:48:57.600","ZTF_Bot1","","2022TNSTR3285....1F","2022TNSCR3408....1F",""
"119778","SN 2022zyb","22:33:34.141","-26:53:40.19","SN Ia","0.049","","","ZTF, ATLAS","ZTF, ATLAS","SCAT","ATLAS; ZTF","ZTF22abthoha","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","19.93","g-ZTF","2022-11-12 03:38:52.800","ZTF_Bot1","","2022TNSTR3285....1F","2022TNSCR3337....1H",""
"119772","SN 2022zxv","03:09:24.371","-04:53:39.04","SN Ia","0.072","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF17aacldgo","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.24","g-ZTF","2022-11-10 09:38:52.800","ZTF_Bot1","","2022TNSTR3285....1F","2022TNSCR3329....1F",""
"119760","SN 2022zxj","00:00:51.580","-02:18:02.81","SN Ia","0.04","SDSS J000050.99-021802.3","","ALeRCE, ATLAS","ZTF, ATLAS","SCAT","ALeRCE; ATLAS","ZTF22abtekni","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.1203","g-ZTF","2022-11-11 05:13:26.999","ALeRCE","","2022TNSTR3269....1M","2022TNSCR3327....1H",""
"119753","SN 2022zxc","00:16:03.852","+46:07:15.37","SN Ia","0.08","","","ZTF, ATLAS, Fink","ZTF, ATLAS","ZTF","ATLAS; Fink; ZTF","ZTF22abseymh","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.61","g-ZTF","2022-10-31 05:49:55.200","ZTF_Bot1","","2022TNSTR3272....1F","2022TNSCR3368....1F",""
"119750","SN 2022zwz","22:49:38.985","+11:00:37.66","SN Ia","0.09","","","ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Fink; Pan-STARRS; ZTF","ZTF22abteetl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.35","r-ZTF","2022-11-11 03:57:36.000","ZTF_Bot1","","2022TNSTR3272....1F","2022TNSCR3416....1F",""
"119748","SN 2022zwx","00:16:41.957","+12:37:01.56","SN Ia","0.093","","","ATLAS, ZTF, Pan-STARRS, Fink","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS; Fink; Pan-STARRS; ZTF","ATLAS22blpe","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.035","orange-ATLAS","2022-11-11 08:08:18.240","ATLAS_Bot1","","2022TNSTR3270....1T","2022TNSCR3338....1F",""
"119745","SN 2022zwu","08:43:17.305","+52:45:28.89","SN Ia","0.058749","","","ZTF","ZTF","ZTF","ZTF","ZTF18acqnzso","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.59","g-ZTF","2022-11-04 08:48:28.800","ZTF_Bot1","","2022TNSTR3272....1F","2022TNSCR3288....1F",""
