"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"111244","SN 2022nqj","13:08:38.775","+43:56:37.66","SN Ia","0.063","SDSS J130838.80+435640.1","0.06162755","ALeRCE, Fink, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS; Fink","ZTF22aaphdzl","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.2373","r-ZTF","2022-06-26 04:53:13.001","ALeRCE","","2022TNSTR1774....1F","2022TNSCR1883....1S",""
"111105","SN 2022nla","16:47:26.836","+00:20:25.63","SN Ia","0.0835","","","ANTARES","ZTF","SCAT","ANTARES","ZTF22aansjuu","P48 - ZTF-Cam","UH88 - SNIFS","1","1","","19.3715","r-ZTF","2022-06-23 06:35:06.432","ANTARES_bot","","2022TNSTR1751....1A","2022TNSCR1782....1J",""
"111095","SN 2022nkq","17:28:20.495","+73:27:19.40","SN Ia","0.056","","","ATLAS, Fink","ATLAS, ZTF","ZTF","ATLAS; Fink","ATLAS22rks","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.981","orange-ATLAS","2022-06-23 10:47:27.168","ATLAS_Bot1","","2022TNSTR1736....1T","2022TNSCR1773....1S",""
"111093","SN 2022nko","00:43:45.640","+18:12:11.46","SN Ia","0.08","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","TCD","ATLAS; Pan-STARRS","ATLAS22rkl","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS2 - GPC2","LT - SPRAT","1","1","","18.581","orange-ATLAS","2022-06-23 14:12:13.248","ATLAS_Bot1","","2022TNSTR1736....1T","2022TNSCR1861....1H",""
"111074","SN 2022njv","22:46:30.891","-01:15:39.54","SN Ia","0.04","","","SGLF, Pan-STARRS, ATLAS, YSE","ZTF, Pan-STARRS, ATLAS","SGLF","ATLAS; Pan-STARRS; SGLF; YSE","ZTF22aaolvwv","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","LT - SPRAT","1","1","","19.251","g-ZTF","2022-06-18 09:38:24.000","Perez-Fournon","","2022TNSTR1743....1S","2022TNSCR1822....1P",""
"111052","SN 2022niz","14:19:08.676","+25:23:50.77","SN Ia","0.08","SDSS J141908.72+252349.4","","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF22aapaavr","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.2184","g-ZTF","2022-06-23 05:53:17.998","ALeRCE","","2022TNSTR1735....1M","2022TNSCR1898....1J",""
"111047","SN 2022niu","15:03:22.640","+34:56:11.54","SN Ia","0.065","SDSS J150322.79+345612.3","","ALeRCE, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ALeRCE; ATLAS; GaiaAlerts","ZTF22aaparwk","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.3454","g-ZTF","2022-06-21 07:54:04.997","ALeRCE","","2022TNSTR1735....1M","2022TNSCR1847....1S",""
"111046","SN 2022nit","14:49:50.620","+41:22:25.27","SN Ia","0.16","SDSS J144950.62+412225.2","","ALeRCE","ZTF","ZTF","ALeRCE","ZTF22aaparxg","P48 - ZTF-Cam","Keck1 - LRIS","1","1","","20.9215","g-ZTF","2022-06-19 06:45:52.998","ALeRCE","","2022TNSTR1735....1M","2022TNSCR1926....1S",""
"111039","SN 2022nim","19:56:26.695","-16:22:10.69","SN Ia","0.042","WISEA J195626.19-162214.8","","ALeRCE, Fink, Pan-STARRS","ZTF, Pan-STARRS","ZTF","ALeRCE; Fink; Pan-STARRS","ZTF22aapenmy","P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","20.3653","g-ZTF","2022-06-21 10:34:48.999","ALeRCE","","2022TNSTR1735....1M","2022TNSCR1795....1S",""
"111030","SN 2022nid","19:00:10.630","+59:09:06.46","SN Ia","0.074","2MASS J19001105+5909033","","SGLF, Fink, ATLAS","ZTF, ATLAS","ZTF","ATLAS; Fink; SGLF","ZTF22aaolexr","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.928","g-ZTF","2022-06-18 06:46:56.000","Perez-Fournon","","2022TNSTR1744....1D","2022TNSCR1784....1S",""
"111022","SN 2022nhv","14:30:20.112","+41:15:56.86","SN Ia","0.081","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS22ref","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","UH88 - SNIFS","1","1","","18.624","orange-ATLAS","2022-06-22 08:26:52.800","ATLAS_Bot1","","2022TNSTR1736....1T","2022TNSCR1805....1D",""
"111012","SN 2022nhl","13:35:26.850","+56:24:24.05","SN Ia","0.0420189984","","","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ZTF22aaowkts","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","20.6183","g-ZTF","2022-06-21 04:47:57.408","ZTF_CLU_PUBLIC","","2022TNSTR1733....1D","2022TNSCR1784....1S",""
"110998","SN 2022ngx","15:37:36.953","-03:50:59.34","SN Ia","0.057","WISEA J153737.00-035055.7","","ALeRCE, Pan-STARRS, ATLAS, Fink","ZTF, Pan-STARRS, ATLAS","ZTF","ALeRCE; ATLAS; Fink; Pan-STARRS","ZTF22aaowhti","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","20.5642","g-ZTF","2022-06-20 06:30:02.002","ALeRCE","","2022TNSTR1728....1M","2022TNSCR1862....1S",""
"110993","SN 2022ngs","16:46:10.840","+80:31:22.73","SN Ia","0.033","SDSS J164615.53+803118.2","","ALeRCE, ATLAS, Fink, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ALeRCE; ATLAS; Fink; GaiaAlerts; Pan-STARRS","ZTF22aaoxiux","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","19.9412","g-ZTF","2022-06-22 07:24:26.997","ALeRCE","","2022TNSTR1728....1M","2022TNSCR1773....1S",""
"110979","SN 2022nge","15:39:24.214","+53:43:56.63","SN Ia","0.12097","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS22rfe","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","UH88 - SNIFS","1","1","","19.22","cyan-ATLAS","2022-06-21 08:22:06.816","ATLAS_Bot1","","2022TNSTR1729....1T","2022TNSCR1747....1H",""
"110978","SN 2022ngd","01:07:45.210","+14:25:20.16","SN Ia","0.04","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","SCAT","ATLAS; Pan-STARRS","ATLAS22rez","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS2 - GPC2","UH88 - SNIFS","1","1","","18.624","orange-ATLAS","2022-06-21 13:52:35.616","ATLAS_Bot1","","2022TNSTR1729....1T","2022TNSCR1747....1H",""
"110977","SN 2022ngc","00:10:37.353","+28:53:28.32","SN Ia","0.084","","","ATLAS, ALeRCE, YSE","ATLAS, ZTF, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS; YSE","ATLAS22rev","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.688","orange-ATLAS","2022-06-21 13:16:43.392","ATLAS_Bot1","","2022TNSTR1729....1T","2022TNSCR1807....1S",""
"110955","SN 2022nfh","16:50:06.737","+40:17:53.01","SN Ia","0.11","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS22rea","ATLAS-HKO - ATLAS-02","UH88 - SNIFS","1","1","","19.224","cyan-ATLAS","2022-06-20 08:59:15.936","ATLAS_Bot1","","2022TNSTR1718....1T","2022TNSCR1747....1H",""
"110954","SN 2022nfg","15:05:04.182","-07:17:43.04","SN Ia","0.11","","","YSE, Pan-STARRS, ATLAS","Pan-STARRS, ATLAS","YSE","ATLAS; Pan-STARRS; YSE","PS22fnm","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS2 - GPC2","NOT - ALFOSC","1","1","","20.07","r-P1","2022-06-20 08:07:22.944","YSE_Bot1","","2022TNSTR1724....1J","2022TNSCR1772....1A",""
