"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"43467","SN 2019nxc","02:44:30.792","+14:55:05.73","SN Ia","0.067","","","ALeRCE, ATLAS, ZTF, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS; ZTF","ZTF19abqmjdq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.6591","g-ZTF","2019-08-19 11:37:55.000","ALeRCE","","2019TNSTR1533....1F","2019TNSCR1756....1F",""
"43462","SN 2019nwx","15:54:20.492","+21:27:31.25","SN Ia","0.05438","SDSS J155420.42+212736.9","0.054","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF19abpyjqx","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","19.6264","g-ZTF","2019-08-19 03:42:24.000","ALeRCE","","2019TNSTR1533....1F","2019TNSCR1854....1D",""
"43452","SN 2019nwn","22:28:51.891","+36:56:02.08","SN Ia","0.07","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aboxjlj","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.95","g-ZTF","2019-08-10 09:47:31.000","ZTF_Bot1","","2019TNSTR1545....1F","2019TNSCR1632....1F",""
"43450","SN 2019nwl","00:33:33.232","+21:47:08.34","SN Ia","0.083","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ePESSTO+","ATLAS; Pan-STARRS; ZTF","ZTF19aboudfp","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.38","r-ZTF","2019-08-14 09:27:21.000","ZTF_Bot1","","2019TNSTR1545....1F","2019TNSCR1662....1C",""
"43444","SN 2019nwf","04:05:04.980","-06:36:17.34","SN Ia","0.057","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ePESSTO+, ZTF","ATLAS; Pan-STARRS; ZTF","ZTF19abqlrtb","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","18.73","r-ZTF","2019-08-19 10:56:40.000","ZTF_AMPEL_NEW","","2019TNSTR1546....1N","2019TNSCR1571....1F, 2019TNSCR2852....1F",""
"43431","SN 2019nvv","16:19:18.350","+42:13:09.26","SN Ia","0.04","","","ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","ATLAS19spj","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.816","orange-ATLAS","2019-08-19 07:22:04.000","ATLAS_Bot1","","2019TNSTR1534....1T","2019TNSCR1633....1F",""
"43430","SN 2019nvu","18:42:23.757","+45:55:44.19","SN Ia","0.09","","","ATLAS, ZTF","ATLAS, ZTF","TCD","ATLAS; ZTF","ATLAS19spi","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.819","orange-ATLAS","2019-08-19 08:09:36.000","ATLAS_Bot1","","2019TNSTR1534....1T","2019TNSCR1573....1P",""
"43423","SN 2019nvp","20:57:25.027","-17:28:32.11","SN Ia","0.09","","","ZTF","ZTF","SCAT","ZTF","ZTF19abqirpa","P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.91","g-ZTF","2019-08-19 05:52:21.000","ZTF_AMPEL_NEW","","2019TNSTR1546....1N","2021TNSCR.448....1T",""
"43415","SN 2019nvh","15:50:37.406","+23:02:48.69","SN Ia","0.115759","","","ZTF","ZTF","Global SN Project","ZTF","ZTF19abpuikr","P48 - ZTF-Cam","FTN - FLOYDS-N","1","1","","19.47","g-ZTF","2019-08-16 03:35:36.000","ZTF_AMPEL_NEW","","2019TNSTR1546....1N","2019TNSCR1733....1B",""
"43384","SN 2019nuc","03:45:03.434","+41:59:54.28","SN Ia","0.043","LEDA 2190566","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","TCD, ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF19abqanpy","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","19.5303","r-ZTF","2019-08-17 10:49:33.000","ALeRCE","","2019TNSTR1523....1F","2019TNSCR1573....1P, 2019TNSCR2849....1F, 2019TNSCR2852....1F",""
"43367","SN 2019ntl","15:46:46.932","+32:07:43.67","SN Ia","0.103","","","ZTF, ATLAS","ZTF, ATLAS","None","ATLAS; ZTF","ZTF19ablrkfz","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","20.52","r-ZTF","2019-08-02 04:07:40.000","ZTF_Bot1","","2019TNSTR1531....1F","2019TNSCR1597....1P",""
